,title,phone,website,location/lat,location/lng,type
1046,YDI Reginald Chavez Head Start,(505) 244-0330,http://www.ydinm.org/,35.099016,-106.679473,educational
1047,A Child's Garden,(505) 764-2920,http://achildsgardenabq.org/,35.0843067,-106.6378595,educational
1048,Barelas Child Development Center,(505) 764-3235,https://www.cabq.gov/family/childcare-development-programs/child-development,35.0809934,-106.6656969,educational
1049,UNM Children's Campus,(505) 277-3365,https://childcare.unm.edu/,35.0958335,-106.6256779,educational
1050,Elevation Children's Center,(505) 433-8289,http://www.elevationchildrenscenter.org/,35.081648,-106.607049,educational
1051,Serendipity Day School,(505) 255-7336,http://www.serendipitydayschool.com/,35.079352,-106.6105449,educational
1052,Mc Kinley Child Development,,,35.1219551,-106.5927067,educational
1053,Albuquerque Preschool Co-Op,(505) 344-0389,http://www.abqpreschoolcoop.com/,35.120481,-106.6478915,educational
1054,All Seasons Day School,(505) 266-3000,http://abqchildcare.com/,35.0724518,-106.5624735,educational
1055,Eastern Child Development Center,(505) 232-2883,http://www.tlcdevelopmentcenters.org/Eastern.html,35.0596325,-106.5850479,educational
1056,Milestone Montessori Preschool/Daycare,(505) 266-6954,https://milestone-montessori-preschooldaycare-llc.business.site/?utm_source=gmb&utm_medium=referral,35.0762015,-106.557473,educational
1057,Hazel & Friends Daycare,(505) 480-3578,https://hazelandfriends.com/,35.0825506,-106.6573916,educational
1058,St Mark's In the Valley Day School,(505) 344-7369,http://www.stmarksinthevalleyds.org/,35.1158682,-106.6398824,educational
1059,"Learning Together Childcare Center, LLC",(505) 255-3131 ext. 28042,https://childcare.ececd.nm.gov/nm/albuquerque/learning-together-childcare-center-7686,35.0579323,-106.6050468,educational
1060,Kids Quest Hourly Child Care,(800) 941-1007,https://www.kidsquest.com/,35.0868065,-106.6829301,educational
1061,Maxwell Child Development Center,(505) 853-5510,,35.0598764,-106.5991832,educational
1062,Immanuel Lutheran Church - LCMS,(505) 242-0616,http://ilcabq.org/,35.0820487,-106.6427203,educational
1063,City of Albuquerque Child Development Division,(505) 767-6500,http://www.cabq.gov/family/childcare-development-programs,35.052775,-106.6257186,educational
1064,Joyas Del Futuro,(505) 364-7874,https://www.facebook.com/joyas.delfuturo.3,35.079039,-106.5890189,educational
1065,Central Family YMCA Early Learning Center,(505) 595-1515,https://ymcacnm.org/branches/early-learningpreschool-sites/,35.0831076,-106.62772,educational
1066,Milestone Montessori Child Care 2,(505) 255-0110,https://milestonemontessorichildcare2.business.site/?utm_source=gmb&utm_medium=referral,35.0705828,-106.5683725,educational
1067,St. Paul's Precious Possibilities,(505) 292-5526,https://www.spumcabq.org/childcare,35.0937579,-106.5401323,educational
1068,YDI Highland Head Start,(505) 255-4568,http://www.ydinm.org/,35.0745148,-106.5911943,educational
1069,Sandia Learning Center,(505) 296-2548,http://www.sandialearningcenter.com/,35.110225,-106.506918,educational
1070,Caring Paws Doggie Day Care,(505) 883-7297,http://www.caringpawsdoggiedaycare.com/,35.1078906,-106.5922597,educational
1071,Daycare Niños del futuro.,(505) 415-1890,,35.0811295,-106.5533535,educational
1072,Little Explorers Child Development Center,(505) 573-6342,https://www.littleexplorerscdc.com/,35.1110208,-106.5150224,educational
1073,Children's place HomeDaycare,(505) 803-0132,,35.1026161,-106.5613708,educational
1074,La Luz Early Childhood Center,(505) 237-7237,http://www.laluzecc.org/,35.057384,-106.529861,educational
1075,"Jefferson Discovery Center, LLC",(505) 262-0246,http://www.jeffersondiscoverycenter.com/,35.0816308,-106.5877414,educational
1076,Tres Manos Child Development Center,(505) 848-1310,https://www.cnm.edu/depts/financial-aid/tres-manos-child-care,35.0734407,-106.6245178,educational
1077,Avengers Learning Center LLC,(505) 298-7800,,35.0727904,-106.5378509,educational
1078,Kingdom Builders Pre School,(505) 881-0267,,35.0741695,-106.5551087,educational
1079,Pando Little School,(505) 418-6237,https://www.pandoschool.com/,35.0635255,-106.6060803,educational
1080,Dinastia Childcare,(505) 785-1629,https://www.wonderschool.com/nm/albuquerque/dinastia-childcare-7730,35.0835115,-106.5540531,educational
1081,Springstone Montessori School,(505) 242-1234,https://www.springstonekids.com/locations/randolph/,35.0540619,-106.6296023,educational
1082,Bright Horizons,(505) 765-1700,https://www.brighthorizons.com/,35.1564979,-106.6019439,educational
1083,Shepherd of the Valley Preschool,(505) 344-1989,http://www.sotvpreschool.com/,35.1422708,-106.6609535,educational
1084,Twins academy,(505) 554-2102,,35.1348958,-106.5805463,educational
1085,Little Blessings Educational Institute,,,35.1291858,-106.5713518,educational
1086,Midwest Wing,(505) 821-8800,https://www.gracechurchabq.org/,35.1604198,-106.5711955,educational
1087,Deborah Ferrell Child Care Services,(505) 710-1506,,35.1709011,-106.5640962,educational
1088,Covenant School Del Norte,+1 505-856-5493,https://www.covenantschools.com/,35.1606566,-106.5570845,educational
1089,New Mexico Early Learning Academy,+1 505-237-1080,http://www.nmearlylearningacademy.com/,35.142394,-106.5314744,educational
1090,Springstone Montessori School,+1 505-821-8181,https://www.springstonekids.com/locations/carmel/,35.176738,-106.5569,educational
1091,Childco Day School,+1 505-881-3611,https://www.abqchildcare.com/childco-day-school,35.1256494,-106.5868076,educational
1092,Hope Christian Preschool,+1 505-797-4290,https://www.hopechristianschool.org/,35.1731636,-106.5732931,educational
1093,Noah's Ark Children’s Academy-Morris,+1 505-293-3399,http://nacaabq.com/,35.1334866,-106.5247868,educational
1094,Lower Terrace KinderCare,+1 505-293-8426,https://www.kindercare.com/our-centers/albuquerque/nm/300943?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3NDc0LTcxNS1sb2NhdGlvbi53ZWJzaXRl,35.1314284,-106.5348874,educational
1095,Kids Express Preschool,+1 505-858-8602,https://www.hoffmantownchurch.org/kids-express/,35.1547681,-106.54442,educational
1096,Children's Choice Preschool,+1 505-300-4741,http://ccpre.org/,35.0875659,-106.5748739,educational
1097,Mesa Verde Head Start Center,+1 505-232-2201,,35.0830314,-106.5585151,educational
1098,YDI Chico & General Bradley,+1 505-299-3262,https://www.ydinm.org/find-your-preschool/,35.0761001,-106.5479886,educational
1099,Rosalie Cooperative School of Young Children,(505) 550-3852,http://emh.kaiapit.net/rosalie,35.094744,-106.497782,educational
1100,St John's UMC Preschool Plus,(505) 883-0496,http://www.preschoolplus-abq.org/,35.1102282,-106.5761791,educational
1101,ABQ Children's Academy,(505) 296-8656,http://abqchildrensacademy.xyz/,35.1084059,-106.5273585,educational
1102,Roadrunner Child Development,(505) 293-6691,https://www.roadrunnercd.com/,35.0797576,-106.5059308,educational
1103,Child Development Center,(505) 291-6228,https://www.cabq.gov/family/child-and-family-development,35.081597,-106.52458,educational
1104,Trumbull Child Development Center,(505) 256-2045,https://www.cabq.gov/family/child-and-family-development,35.0699189,-106.5598167,educational
1105,Miss Kelly's Academy,(505) 235-8883,http://misskellysacademy.org/,35.1105359,-106.5523964,educational
1106,Pequenos Corazones 2 Learning Center,(505) 975-8862,,35.1110626,-106.5150224,educational
1107,St. Luke Preschool,(505) 292-8812,http://www.stlukepreschool.org/,35.1085197,-106.5405572,educational
1108,Little Corral Day School,(505) 299-0633,https://www.abqchildcare.com/little-corral-day-school,35.094796,-106.5336027,educational
1109,Montessori ONE Academy,(505) 822-5150,http://www.montessorione.net/?utm_source=NEXT&utm_medium=Google,35.1752153,-106.5369122,educational
1110,Girasoles,(505) 967-1934,,35.110268,-106.578973,educational
1111,Our Montessori School,(505) 275-6111,http://www.ourmontessori.com/index.html,35.091311,-106.533069,educational
1112,Embudo Youth Development Inc,(505) 212-7335,https://www.ydinm.org/,35.0906849,-106.5575254,educational
1113,Manzano Mesa Child Development Center,(505) 291-6227,http://www.aps.edu/schools/schools/manzano-mesa,35.0620866,-106.5248033,educational
1114,"Childrens Choice Child Care Services, Inc.",(505) 296-2880,http://www.childrens-choice.org/,35.0874351,-106.5289549,educational
1115,Little Butterflies Learning Center,(505) 296-3646,http://lblcabq.com/,35.1115636,-106.5160609,educational
1116,ABCD Child Care,,,35.1103439,-106.5069749,educational
1117,Noah's Ark Children’s Academy-Candelaria,(505) 298-1130,http://nacaabq.com/,35.1151653,-106.4987536,educational
1118,Infant And Toddler Daycare,,,35.1110406,-106.51509,educational
1119,Albuquerque Nursery School,(505) 298-7547,http://albuquerquenurseryschool.com/,35.095564,-106.551219,educational
1120,Passion Preschool,(505) 897-2232,,35.1424014,-106.5314839,educational
1121,Kids Academy Child Learning Center,(505) 237-1080,,35.1423941,-106.5314743,educational
1122,Shandiin Child Development,(505) 299-1354,http://www.shandiincdc.com/,35.0664356,-106.5151538,educational
1123,Busy Bees Child Care,(505) 266-0225,,35.0726075,-106.4969953,educational
1124,Duranes Elementary School,(505) 764-2018,https://duranes.aps.edu/,35.111521,-106.674295,educational
1125,Hodgin Elementary School,(505) 881-9855 ext. 45002,https://hodgin.aps.edu/,35.125729,-106.601123,educational
1126,Inez Elementary School,(505) 299-9010,https://inez.aps.edu/,35.1017336,-106.559387,educational
1127,La Mesa Elementary School,(505) 262-1581,https://lamesa.aps.edu/,35.079571,-106.562597,educational
1128,Whittier Elementary School,(505) 255-2008,https://whittier.aps.edu/,35.0646763,-106.5891972,educational
1129,School,,,35.0078743,-106.7110452,educational
1130,Albuquerque Collegiate Charter School,(505) 539-5283,http://albuquerquecollegiate.org/,35.0647734,-106.6823204,educational
1131,Coral Community Charter School,(505) 292-6725,http://www.coralcharter.com/,35.0777091,-106.594696,educational
1132,Native American Community Academy,(505) 266-0992,http://www.nacaschool.org/,35.107409,-106.6559546,educational
1133,Vision Quest Alternative MS,(505) 352-0343,https://visionquest.aps.edu/,35.0983109,-106.7003947,educational
1134,Nuestros Valores Charter School,(505) 873-7758,http://www.markarmijo.com/,35.0724911,-106.7108496,educational
1135,Albuquerque Reads,(505) 843-7323,http://www.abqreads.com/Contact.aspx,35.0834466,-106.6489011,educational
1136,Cien Aguas International School,(505) 255-0001,http://www.cienaguas.org/,35.0541077,-106.6250929,educational
1137,St Mary's Catholic School,(505) 242-6271,http://www.stmarys.me/,35.0867261,-106.6544866,educational
1138,San Felipe de Neri School,(505) 242-2411,http://sanfelipedenerischool.org/,35.0951049,-106.6693606,educational
1139,eCADEMY K8,(505) 816-9550,http://ecademyk8.aps.edu/,35.1046014,-106.5848814,educational
1140,Mountain Mahogany Community School,(505) 341-1424,http://www.mountainmahogany.org/,35.1328944,-106.6406178,educational
1141,Explore Academy (K-5),(505) 437-3800,http://www.explore.academy/abq,35.1638669,-106.590529,educational
1142,Altura Preparatory School,(505) 539-5369,http://alturaprep.org/,35.1840212,-106.5474968,educational
1143,Mountain View Private School,(505) 898-1500,https://www.lapetite.com/your-local-school/albuquerque-nm-7687/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7687,35.1909024,-106.6658824,educational
1144,Janet Kahn School of Integrated Arts,(505) 299-4483,https://eubank.aps.edu/,35.1021626,-106.537014,educational
1145,Desert Willow Family School,(505) 888-1647,https://desertwillow.aps.edu/,35.1215613,-106.5919164,educational
1146,Sunset Mesa School,(505) 298-7626,https://www.sunset-mesa.com/,35.117199,-106.524116,educational
1147,Crestview Seventh-day Adventist Academy,(505) 836-0536,http://csdaa.org/,35.1118582,-106.7079293,educational
1148,Georgia O'Keeffe Elementary School,(505) 293-4259,https://georgiaokeeffe.aps.edu/,35.1487943,-106.5094124,educational
1149,The International School at Mesa del Sol,(505) 508-3295,http://tisnm.org/,34.9899879,-106.6237542,educational
1150,Bellehaven Elementary School,(505) 298-7489 ext. 31101,https://bellehaven.aps.edu/,35.098171,-106.546714,educational
1151,Hope Christian Elementary,(505) 797-4290,https://es.hcsnm.org/,35.1730556,-106.5731783,educational
1152,Tomasita Elementary School,+1 505-291-6844 ext. 25848,https://tomasita.aps.edu/,35.08157,-106.524461,educational
1153,Sombra Del Monte Elementary School,(505) 291-6842,https://sombradelmonte.aps.edu/,35.1179017,-106.541117,educational
1154,Truman Middle School,(505) 836-3030 ext. 58108,https://truman.aps.edu/,35.05105,-106.737098,educational
1155,Chelwood Elementary,(505) 296-5655,https://chelwood-aps-nm.schoolloop.com/,35.0942943,-106.5052807,educational
1156,Albuquerque Talent Development Academy,(505) 503-2465,https://www.atdacademy.org/,35.1078948,-106.6998367,educational
1157,Manzano Mesa Elementary School,(505) 292-6707,https://manzanomesa.aps.edu/,35.061533,-106.524741,educational
1158,Double Eagle Elementary School,(505) 857-0187,https://doubleeagle.aps.edu/,35.186305,-106.507786,educational
1159,La Academia de Esperanza,(505) 764-5500,http://ladecharter.org/,35.098125,-106.719498,educational
1160,North Star Elementary School,(505) 856-6578,https://northstar.aps.edu/,35.1924513,-106.5443029,educational
1161,Cross Of Hope Lutheran School,(505) 897-1832,http://www.crossofhope.org/schools,35.1552908,-106.6938309,educational
1162,Apache Elementary School,(505) 292-7735,https://apache.aps.edu/,35.0785363,-106.502491,educational
1163,Mitchell Elementary School,+1 505-299-1937,https://mitchell.aps.edu/,35.123846,-106.528117,educational
1164,Dennis Chavez Elementary School,+1 505-821-1810,https://dennischavez.aps.edu/,35.167726,-106.550213,educational
1165,McCollum Elementary School,+1 505-298-5009,https://mccollum.aps.edu/,35.089434,-106.527761,educational
1166,Hubert H. Humphrey Elementary School,+1 505-821-4981,https://huberthumphrey.aps.edu/,35.15125,-106.530498,educational
1167,Matheson Park Elementary School,+1 505-291-6837,https://mathesonpark.aps.edu/,35.113941,-106.520745,educational
1168,Collet Park Elementary School,+1 505-298-3010 ext. 25202,https://colletpark.aps.edu/,35.106564,-106.522706,educational
1169,John Baker Elementary School,+1 505-298-7486,https://johnbaker.aps.edu/,35.1226075,-106.5056395,educational
1170,Oñate Elementary School,+1 505-291-6819,https://onate.aps.edu/,35.105214,-106.503447,educational
1171,Edmund G. Ross Elementary School,+1 505-821-0185 ext. 9,https://egross.aps.edu/,35.172359,-106.573436,educational
1172,Comanche Elementary School,+1 505-884-5275,https://comanche.aps.edu/,35.1238262,-106.5610025,educational
1173,SY Jackson Elementary School,+1 505-296-9536,https://syjackson.aps.edu/,35.134636,-106.510957,educational
1174,Hawthorne Elementary School,+1 505-299-4424,https://hawthorne.aps.edu/,35.078984,-106.541881,educational
1175,Mark Twain Elementary School,+1 505-255-8337,https://marktwain.aps.edu/,35.093652,-106.573591,educational
1176,Emerson Elementary School,+1 505-255-9091,https://emerson.aps.edu/,35.067813,-106.571528,educational
1177,Osuna Elementary School,+1 505-296-4811,https://osuna.aps.edu/,35.135333,-106.542525,educational
1178,Kirtland Elementary School,+1 505-255-3131,https://kes-aps-nm.schoolloop.com/,35.0579323,-106.6050468,educational
1179,Nuestra Señora la Conquistadora Academy,+1 505-218-7249,http://nslca.org/,35.1109188,-106.7055609,educational
1180,William W. & Josephine Dorn Charter Community School,+1 505-243-1434,http://dorncharterschool.org/,35.0718535,-106.6435427,educational
1181,John Adams Middle School,+1 505-831-0400,https://johnadams.aps.edu/,35.0983109,-106.7003947,educational
1182,Christine Duncan Charter School,+1 505-839-4971,http://www.christineduncan.org/,35.1090354,-106.700241,educational
1183,Escuela del Sol Montessori,+1 505-242-3033,http://escueladelsol.org/,35.094898,-106.6534917,educational
1184,Jimmy Carter Middle School,+1 505-833-7540 ext. 57508,https://jimmycarter.aps.edu/,35.083316,-106.730707,educational
1185,Legacy Academy,+1 505-923-3659,http://www.legacyacademynm.com/,35.079852,-106.717966,educational
1186,Montessori of the Rio Grande Charter School,+1 505-842-5993,http://www.mrgcharter.org/,35.1111991,-106.682523,educational
1187,Solare Collegiate Charter School,(505) 554-1513,http://solarecollegiate.org/,35.0452003,-106.7317352,educational
1188,Bel-Air Elementary School,(505) 888-4033,https://bel-air.aps.edu/,35.1168271,-106.5923304,educational
1189,Albuquerque Academy,(505) 828-3200,http://www.aa.edu/,35.151977,-106.5519944,educational
1190,Governor Bent Elementary School,(505) 881-9797 ext. 0,https://governorbent.aps.edu/,35.129179,-106.580638,educational
1191,Horizon Academy West,(505) 998-0459,http://www.hawest.net/,35.1170433,-106.7231762,educational
1192,Zuni Elementary School,(505) 881-8313,https://zuni.aps.edu/,35.112262,-106.57535,educational
1193,Tres Volcanes Community Collaborative K-8,(505) 253-0200,https://tvcc.aps.edu/,35.0996697,-106.753766,educational
1194,Arroyo Del Oso Elementary School,(505) 821-9393 ext. 44151,https://arroyodeloso.aps.edu/,35.151984,-106.575333,educational
1195,Zia Elementary School,(505) 260-2020,https://zia.aps.edu/,35.085615,-106.592195,educational
1196,East San Jose Elementary School,(505) 764-2005,http://www.aps.edu/schools/schools/east-san-jose,35.062436,-106.646091,educational
1197,Albuquerque Bilingual Academy,(505) 836-7706,https://www.lpelc.com/,35.1100966,-106.7245192,educational
1198,Monte Vista Elementary School,(505) 260-2030,https://montevista.aps.edu/,35.0830583,-106.6108681,educational
1199,The Montessori Elementary and Middle School,(505) 796-0149,http://www.tmesnm.com/,35.1409027,-106.6602891,educational
1200,Mission Avenue Elementary School,(505) 344-5269,https://missionavenue.aps.edu/,35.140966,-106.6167552,educational
1201,Manzano Day School,(505) 243-6659,http://www.manzanodayschool.org/,35.0920621,-106.6661731,educational
1202,Pajarito Elementary School,(505) 877-9718,https://pajarito.aps.edu/,35.001971,-106.7124333,educational
1203,Bandelier Elementary School,(505) 255-8744,https://bandelier.aps.edu/,35.07092,-106.606931,educational
1204,Susie Rayos Elementary,(505) 792-5433,,35.1052977,-106.7175595,educational
1205,Eugene Field Elementary School,(505) 764-2014 ext. 21302,https://eugenefield.aps.edu/,35.076716,-106.642808,educational
1206,Lowell Elementary School,(505) 764-2011 ext. 21903,https://lowell.aps.edu/,35.0630204,-106.6284585,educational
1207,Montezuma Elementary School,(505) 260-2040,https://montezuma.aps.edu/,35.100939,-106.610079,educational
1208,La Luz Elementary School,(505) 761-8415,https://laluz.aps.edu/,35.1314086,-106.6408157,educational
1209,Rudolfo Anaya Elementary School,(505) 452-3137,https://rudolfoanaya.aps.edu/,35.035286,-106.73265,educational
1210,Longfellow Elementary School,(505) 764-2024,https://longfellow.aps.edu/,35.0865924,-106.6404709,educational
1211,Sunset View Elementary School,(505) 792-3254,https://sunsetview.aps.edu/,35.1896472,-106.7163229,educational
1212,Alvarado Elementary School,(505) 344-4412,https://alvarado.aps.edu/,35.1511772,-106.6537201,educational
1213,Marie M. Hughes Elementary School,(505) 897-3080,https://mariehughes.aps.edu/,35.160974,-106.705037,educational
1214,Chamiza Elementary School,(505) 897-5174,https://chamiza.aps.edu/,35.169505,-106.701982,educational
1215,Lew Wallace Elementary School,(505) 848-9409,https://lewwallace.aps.edu/,35.090024,-106.653401,educational
1216,Mary Ann Binford Elementary School,(505) 836-0623,https://maryannbinford.aps.edu/,35.05188,-106.72662,educational
1217,Petroglyph Elementary School,(505) 898-0923,https://petroglyph.aps.edu/,35.1845334,-106.6812526,educational
1218,Carlos Rey Elementary School,(505) 836-7738,https://carlosrey.aps.edu/,35.0518116,-106.7502051,educational
1219,MacArthur Elementary School,(505) 344-1482 ext. 56502,https://macarthur.aps.edu/,35.136824,-106.6496506,educational
1220,Ventana Ranch Elementary School,(505) 890-7375,https://ventanaranch.aps.edu/,35.1958,-106.731665,educational
1221,Valle Vista Elementary School,(505) 836-7739 ext. 53002,https://vallevista.aps.edu/,35.0766099,-106.6816913,educational
1222,Coronado Elementary School,(505) 843-8283,https://coronado.aps.edu/,35.079137,-106.65294,educational
1223,Cochiti Elementary School,(505) 345-1432,https://cochiti-aps-nm.schoolloop.com/,35.1160278,-106.6643304,educational
1224,Helen Cordero Elementary School,(505) 833-5830,https://helencordero.aps.edu/,35.066035,-106.733692,educational
1225,Alamosa Elementary School,(505) 836-0288 ext. 58401,https://alamosa.aps.edu/,35.0714073,-106.7059145,educational
1226,Griegos Elementary School,(505) 345-3661,https://griegos.aps.edu/,35.1286738,-106.6637294,educational
1227,Susie Rayos Marmon Elementary School,(505) 831-5400,https://srmarmon.aps.edu/,35.105298,-106.717559,educational
1228,Dolores Gonzales Elementary School,(505) 764-2020,https://doloresgonzales.aps.edu/,35.0769284,-106.6587906,educational
1229,Lavaland Elementary School,(505) 836-4911,https://lavaland.aps.edu/,35.0907431,-106.7044423,educational
1230,Edward Gonzales Elementary School,(505) 831-6214 ext. 59002,https://edwardgonzales.aps.edu/,35.064678,-106.73312,educational
1231,Painted Sky Elementary School,(505) 836-7763 ext. 59608,https://paintedsky.aps.edu/,35.095579,-106.735983,educational
1232,Chaparral Elementary School,(505) 831-3301 ext. 58801,https://chaparral.aps.edu/,35.133031,-106.711807,educational
1233,Reginald Chavez Elementary School,(505) 764-2008,https://reginaldchavez.aps.edu/,35.098676,-106.679131,educational
1234,Tierra Antigua Elementary School,(505) 792-3262,https://tierraantigua.aps.edu/,35.1788104,-106.7425256,educational
1235,Rio Grande Educational Collaborative,(505) 873-6035,http://www.rgec.org/,35.1557576,-106.6801562,educational
1236,Seven Bar Elementary School,(505) 899-2797 ext. 42203,https://7bar.aps.edu/,35.2048068,-106.6718147,educational
1237,Albuquerque School of Excellence,(505) 312-7711,https://www.abqse.org/,35.0869015,-106.4988737,educational
1238,Albuquerque Institute of Math & Science,(505) 559-4249,http://www.aims-unm.org/,35.0709401,-106.6337862,educational
1239,Eisenhower Middle School,(505) 292-2530 ext. 33505,https://eisenhower.aps.edu/,35.145755,-106.518096,educational
1240,Van Buren Middle School,(505) 268-3833 ext. 26803,https://vanburen.aps.edu/,35.06624,-106.566653,educational
1241,Madison Middle School,(505) 299-4735,https://madison.aps.edu/,35.1216281,-106.5433369,educational
1242,Kennedy Middle School,(505) 298-6701,https://kennedy.aps.edu/,35.083381,-106.52468,educational
1243,Ace Leadership High School,(505) 242-4733,http://aceleadership.org/,35.1006808,-106.6585707,educational
1244,St Charles Catholic School,(505) 243-5788,http://www.stcharlesabq.org/,35.076235,-106.6267567,educational
1245,Christ Lutheran School,(505) 884-3876,https://www.clsabq.com/,35.1170904,-106.5608931,educational
1246,Voz Collegiate Preparatory Charter School,(505) 336-5559,https://www.vozcollegiateprep.org/,35.0639061,-106.5781438,educational
1247,ACES Technical Charter School,(505) 506-1186,http://www.acespublicschools.org/,35.1316143,-106.5926608,educational
1248,Hope Christian School,(505) 821-2513,https://www.hopechristianschool.org/,35.173472,-106.5691869,educational
1249,Digital Arts & Technology Academy,(505) 341-0888,http://datacharter.org/,35.1116682,-106.6332021,educational
1250,.,(505) 916-8618,http://gordonbernell.org/,35.113211,-106.6463146,educational
1251,New Mexico International School,(505) 503-7670,http://www.nmis.org/,35.1315936,-106.5646104,educational
1252,St.Marys,(505) 242-6271,https://stmarys.me/,35.0866237,-106.6536554,educational
1253,Siembra Leadership High School,(505) 243-3308,http://siembraabq.org/,35.0847246,-106.6538521,educational
1254,Middle school pick up,,,35.0885237,-106.6093345,educational
1255,Menaul School,(505) 345-7727,http://www.menaulschool.org/,35.1107087,-106.6382253,educational
1256,Vision Quest Alternative Middle,(505) 888-7529,,35.0899536,-106.5549164,educational
1257,Mission Achievement and Success Charter School 1.0,(505) 242-3118,http://missionachievementandsuccess.com/,35.0625485,-106.6218058,educational
1258,Jackson middle school Albuquerque,,,35.1004403,-106.5183363,educational
1259,Jackson Middle School,(505) 291-6834,https://jackson.aps.edu/,35.1009412,-106.5275026,educational
1260,Hope Christian Middle School,(505) 822-5370,https://ms.hcsnm.org/,35.1732734,-106.5691453,educational
1261,Hoover Middle School,(505) 298-6896,https://hoover-aps-nm.schoolloop.com/,35.1211215,-106.5056381,educational
1262,Cottonwood Classical Preparatory School,(505) 998-1021,https://www.cottonwoodclassical.org/,35.1709997,-106.5917991,educational
1263,Wilson Middle School,(505) 268-3961 ext. 27109,https://wilson.aps.edu/,35.062031,-106.578648,educational
1264,"Southwest Aeronautics, Mathematics and Science Academy",(505) 338-8601,http://www.samsacademy.com/,35.2026006,-106.7244449,educational
1265,Grant Middle School,(505) 299-2113 ext. 3001,https://grant.aps.edu/,35.0918564,-106.5414872,educational
1266,Hayes Middle School,(505) 265-7741 ext. 26502,https://hayes.aps.edu/,35.089954,-106.554916,educational
1267,Cleveland Middle School,(505) 881-9227 ext. 43501,https://cleveland.aps.edu/,35.128559,-106.569732,educational
1268,SAMS Academy Charter School,,,35.2026006,-106.724445,educational
1269,Desert Ridge Middle School,(505) 857-9282,https://desertridge.aps.edu/,35.1794908,-106.550442,educational
1270,21st Century Public Academy,(505) 254-0280,http://www.21stcenturypa.com/wp/,35.1052014,-106.5992525,educational
1271,South Valley Preparatory Community School,(505) 222-5642,https://www.southvalleyprep.org/,35.0562249,-106.6419918,educational
1272,McKinley Middle School,(505) 881-9390 ext. 43889,https://mckinley.aps.edu/,35.121728,-106.593981,educational
1273,Jefferson Middle School,(505) 255-8691,https://jefferson.aps.edu/,35.0884464,-106.611235,educational
1274,Washington Middle School,(505) 764-2000,https://washington.aps.edu/,35.0863418,-106.661911,educational
1275,Garfield Middle School,(505) 344-1647,https://garfield.aps.edu/,35.118136,-106.648749,educational
1276,L.B. Johnson Middle School,(505) 898-1492 ext. 40501,https://lbj.aps.edu/,35.1612968,-106.6962787,educational
1277,James Monroe Middle School,(505) 897-0101,https://jamesmonroe.aps.edu/,35.192188,-106.716306,educational
1278,Tony Hillerman Middle School,(505) 792-0698 ext. 37502,https://tonyhillerman.aps.edu/,35.1778774,-106.7371614,educational
1279,West Mesa High School,(505) 831-6993 ext. 57026,https://westmesa.aps.edu/,35.095683,-106.715583,educational
1280,La Promesa Early Learning Center,(505) 836-7706,http://www.lpelc.com/,35.1103601,-106.724716,educational
1281,Bosque School,(505) 898-6388,http://www.bosqueschool.org/,35.1433631,-106.6873359,educational
1282,Volcano Vista High School,(505) 890-0343 ext. 37001,https://volcanovista.aps.edu/,35.1777958,-106.7330974,educational
1283,Carrington College,(505) 200-3745,https://carrington.edu/location/albuquerque-new-mexico/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=albuquerque&utm_term=CC_Albuquerque,35.1099227,-106.6334592,educational
1284,Corrales International School,(505) 344-9733,http://corralesis.org/,35.1810335,-106.5832057,educational
1285,Explore Academy (Middle/High),(505) 305-5300,https://www.explore.academy/abq,35.1527639,-106.6001551,educational
1286,Sandia Preparatory School,(505) 338-3000,http://www.sandiaprep.org/,35.150253,-106.617718,educational
1287,"Acton Academy Albuquerque, Inc",(505) 358-1163,http://www.actonabq.org/,35.1088822,-106.6095512,educational
1288,St. Therese Catholic School,(505) 344-4479,http://stthereseschoolabq.org/,35.1185692,-106.6436702,educational
1289,Evangel Christian Academy,(505) 883-4674,http://www.ecanm.info/,35.1321473,-106.5928177,educational
1290,The Great Academy,(505) 792-0306,http://thegreatacademy.org/,35.1453287,-106.5884063,educational
1291,Aztec Home Schooling,(505) 822-9790,http://www.aztec-hs.com/,35.1457768,-106.5807578,educational
1292,Schools With Special Academic,(505) 880-0273,,35.1251546,-106.6025289,educational
1293,Amy Biehl Charter High School,(505) 299-9409,http://www.amybiehlhighschool.org/,35.0838965,-106.6523875,educational
1294,Albuquerque High School,,https://albuquerquehigh.aps.edu/,35.096572,-106.63567,educational
1295,Albuquerque Charter Academy,(505) 242-6640,http://www.abqcharteracademy.org/,35.0862907,-106.642533,educational
1296,St. Pius X High School,(505) 831-8400,http://www.saintpiusx.com/,35.1299231,-106.6984588,educational
1297,Los Puentes Charter School,(505) 342-5959,https://lospuentes.org/,35.1243881,-106.64369,educational
1298,Hope Christian High School,(505) 822-8868,https://hs.hcsnm.org/,35.172435,-106.5702848,educational
1299,APS - Aztec Complex,(505) 298-6752,http://www.aps.edu/about-us/administrative-offices,35.1135273,-106.533942,educational
1300,Eastern Hills Christian Academy,(505) 294-3373,http://www.easternhillschristianacademy.org/,35.118048,-106.52392,educational
