title,phone,website,categoryName
"Advanced Diabetes Care, LLC",(505) 881-4648,http://adc4u.com/,Diabetes center
Chaco Acupuncture,(505) 898-2917,,Acupuncture clinic
"Dr. Steven Bennett, DOM",(505) 363-1428,http://www.modernmedicineabq.com/,Acupuncturist
"Celinda Levy, PHD",(505) 220-6514,,Psychologist
"Dr Lee Medina, DOM, CFMP",(505) 218-5500,http://drleemedina.com/,Acupuncture clinic
Tian Taru Acupuncture & Health,(505) 363-1032,,Acupuncture clinic
Autism Behavior Services,(855) 581-0100,http://www.autismbehaviorservices.com/,Mental health clinic
Body Desired,(505) 688-4913,,Medical spa
Parvaneh Bakhtiar,(575) 525-8484,,Psychiatrist
Albuquerque Acupuncture & Integrative Medicine,(505) 355-1984,http://aaim-abq.com/,Acupuncture clinic
"In Sync Health, LLC",(505) 463-4143,https://www.insynchealthllc.com/,Wellness center
Insight Mental Health LLC,(505) 342-0400,,Psychologist
Natalie A Jaramillo Therapy,(505) 450-5475,,Mental health service
"Acupuncture Herbs Pain Clinic, Sangsoon Chang, DOM",(505) 255-0878,http://abqacuclinic.com/,Acupuncture clinic
Kathie Brillhart Counselor,(505) 291-0065,,Mental health service
Jean Flannigan Nurse,(505) 266-3981,,Psychotherapist
NestBeyond of Uptown Albuquerque,(866) 622-4206,https://nestbeyond.com/locations/new-mexico/albuquerque/uptown-albuquerque,Assisted living facility
"Laura Shelhav, DOM, Dipl.OM dba Albuquerque Acupuncture Center",(505) 604-4372,,Acupuncture clinic
Croteau Michelle R,(505) 259-4291,http://www.healthysexabq.com/,Mental health service
Ardent Home Health of New Mexico,(505) 717-1324,http://www.ardenthhnm.com/,Home health care service
Ellen Soisson,(505) 250-2312,,Psychologist
Foot & Ankle Specialists of New Mexico,(505) 289-2131,https://www.footanklenm.com/?utm_source=gmb_auth,Medical clinic
Always Best Care Albuquerque,(505) 898-6262,https://www.alwaysbestcare.com/nm/albuquerque/,Senior citizen center
Haven Care Assisted Living-Cottonwood,(505) 275-2275,http://www.havencarenm.com/,Assisted living facility
Zia Home Care,,,Home health care service
Aid Home Health Care Services LLC,(505) 883-0900,,Home health care service
Visiting Angels,(505) 821-7500,https://www.visitingangels.com/albuquerque/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local,Home health care service
St. Anthony's Home Health Care,(505) 888-9618,,Home health care service
Bellamah House & Inez Place,(505) 294-5344,,Assisted living facility
Wellesley Care Home,(505) 889-8007,,Assisted living facility
Spanish Trails Rehabilitation Suites,(505) 600-4800,http://www.spanishtrailsrehabilitation.com/?utm_source=GMB&utm_medium=Yext&y_source=1_NDc5MzU0ODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Nursing home
Grace Adult Care Homes Inc,(505) 363-8499,http://graceadultcarehomes.com/,Assisted living facility
Sandia View Assisted Living,(505) 681-3716,http://sandiaviewassistedliving.org/,Assisted living facility
Palmilla Senior Living,(505) 867-5022,https://spectrumretirement.com/palmilla-senior-living-nm-Albuquerque/?utm_source=google&utm_medium=organic&utm_campaign=local-listings&utm_content=Palmilla,Retirement home
Little Rose's Home Care of the SW,(505) 836-4623,http://www.littleroseshome.org/,Assisted living facility
Renard Viviane,(505) 280-8327,http://www.dr-renard.com/,Acupuncture clinic
Ms. Kristina Sowar,(505) 266-6121,,Psychiatrist
"Noelle Baroody, DOM",(505) 363-1428,http://www.modernwellnessabq.com/,Acupuncture clinic
SuZen's Elemental Medicine,(505) 710-5950,,Acupuncture clinic
Clinica Dental Hispana,(505) 398-8960,,Dental clinic
The 5th Element Medical Practice,(505) 839-6825,https://www.the5thelementmedicalpractice.com/,Doctor
Solutions Treatment Center,(877) 499-1354,http://www.treatmentsolutions.org/,Mental health clinic
"Julie A. Mckinley, MA",(505) 275-6462,,Medical clinic
Elemental Health And Wellness Center,(505) 503-6800,https://www.elementalhealthandwellness.com/,Mental health service
Duyen Vo,(505) 823-1600,https://www.cogtherapy.com/DuyenBio.html,Psychologist
Matthew Sewell,,,Psychologist
Balanced Health Acupuncture,(505) 288-2202,,Acupuncture clinic
Danto Psychiatric Services LLC,(505) 437-8530,,Psychiatrist
Skylar Distribution,(505) 294-8040,,Pain control clinic
"Eating Disorders Treatment Center, LLC",(505) 266-6121,https://eatingdisordersabq.com/,Mental health clinic
Wise Mind Counseling,(505) 317-3792,https://www.wisemindnm.com/,Mental health clinic
Meadows Senior Care,(505) 822-8937,,Assisted living facility
Home Instead,(505) 884-0353,https://www.homeinstead.com/location/144?utm_source=google&utm_medium=organic&utm_campaign=gmb,Home health care service
A Love For Life,(505) 350-2563,http://aloveforlifellc.com/,Assisted living facility
Odelia Healthcare,(505) 243-2257,http://odeliahealthcare.com/,Nursing home
Night N Gail Home Care Services,(505) 974-1988,,Home health care service
St Catherine Healthcare LLC,(505) 292-3333,,Nursing home
Amada Senior Care,(505) 521-2100,,Home health care service
Haven Care,(505) 275-2275,http://www.havencarenm.com/,Assisted living facility
Casa Angelina assisted living,(505) 720-4966,,Assisted living facility
At Home Healthcare,(505) 880-0400,https://lhcgroup.com/locations/at-home-healthcare-albuquerque/,Home health care service
"Golden Years, LLC",,,Assisted living facility
Princeton Place,(505) 255-1717,,Nursing home
Life Spire Assisted Living Albuquerque,(505) 831-6250,http://www.lifespireassistedliving.com/,Assisted living facility
CareMore Chiropractic Centers - NE Heights,(505) 296-0296,https://albuquerquechiropractor4u.com/juan-tabo-87112/,Chiropractor
Sore No More NM,(505) 294-8040,,Pain control clinic
Dr. Renard's Acupuncture & Wellness Clinic,,https://dr-renard.com/,Acupuncture clinic
Dr. Terry Hansen,(505) 724-4300,https://www.modernpainspine.com/provider/terry-hansen-md,Physical examination center
Juan Tabo Foot Health Center,(505) 293-6290,,Medical clinic
Townsend Robert W,(505) 275-4971,,Mental health clinic
N E Laser Center,(505) 298-6611,,Medical group
Modern Wellness,(505) 363-1428,http://modernmedicineabq.com/,Acupuncturist
Wechter-Friedm Debra,(505) 271-7707,,Medical clinic
Visiting Angels,(505) 821-7500,http://www.visitingangels.com/albuquerque/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local,Home health care service
BeeHive Homes of Four Hills,(505) 591-7024,https://beehivehomes.com/locations/four-hills/,Assisted living facility
Genesis Healthcare Uptown,(505) 296-5565,http://www.genesishcc.com/uptown,Nursing home
BeeHive Homes of Albuquerque West,(505) 234-1200,https://beehivehomes.com/locations/albuquerque-west/,Assisted living facility
A Love For Life,(505) 884-3912,http://aloveforlifellc.com/contact-us/,Assisted living facility
Good Samaritan Society - Manzano del Sol Village,(505) 262-2311,http://www.good-sam.com/locations/manzano-del-sol-village?yxt_info=gss-location-GSS-5630&y_source=1_MTQyNTAyMDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Retirement community
Enhabit Home Health,(505) 563-4005,https://www.ehab.com/?utm_source=gmb&utm_medium=yext,Home health care service
Aspen Care,(505) 889-3040,,Assisted living facility
West Ridge Village,(505) 884-3830,,Assisted living facility
Crosby Hall LLC,(505) 507-8782,http://www.crosbyhallinc.com/,Hospice
For Your Care In-Home Care,(505) 798-0978,https://foryourcare.com/,Home health care service
"Presbyterian: Dr Gurpreet Aujla, MD",(505) 559-1122,https://www.phs.org/doctors-services/services-centers/healthcare-at-home/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_hah_aujla_1609309681,Hospice
Interim HealthCare of Albuquerque NM,(505) 910-4725,https://www.interimhealthcare.com/AlbuquerqueNM?utm_source=GMB&amp;utm_medium=Local&amp;utm_content=DirectoryLink&amp;utm_campaign=AlbuquerqueNM,Home health care service
Rose's Caring Home,(505) 243-6036,,Assisted living facility
Garland House Ltd,(505) 836-0782,http://thegarlandhome.net/,Assisted living facility
St Joseph Home Health,(505) 727-4663,,Home health care service
Consultran,(505) 294-8060,,Medical clinic
Mariposa Senior Care,(505) 234-1744,,Assisted living facility
Meridian Health Alternative,(505) 990-9757,,Acupuncture clinic
Academy Medical,(505) 323-8100,,Medical clinic
Yasgur Elyse,(505) 321-4121,,Medical clinic
Alma Home Healthcare Services,(505) 261-2868,,Home health care service
Tender Heart Assisted Living,(505) 884-1341,http://www.apalinc.com/,Assisted living facility
Sandia Ridge Center,(505) 296-4808,http://www.genesishcc.com/sandiaridge,Nursing home
The Woodmark at Uptown,(505) 814-0021,https://www.seniorlifestyle.com/property/new-mexico/the-woodmark-at-uptown/?utm_source=GMB&utm_medium=organic&utm_campaign=337&utm_content=woodmark-uptown,Assisted living facility
Touched By A White Dove,(505) 232-0882,,Assisted living facility
Alliance Home Healthcare & Hospice Llc.,,,Medical Center
New Mexico Association For Home and Hospice Care,(505) 565-5777,http://www.nmahc.org/,Non-profit organization
Casa Del Norte,(505) 884-3830,,Assisted living facility
American San Pablo,(505) 730-7656,http://www.americansanpablo.com/,Assisted living facility
Q Hospice,(505) 636-0888,https://qhospice.com/,Hospice
Inteli-Care LLC,(505) 898-9745,http://www.inteli-care.com/,Home health care service
Haven Care -6 Albuquerque Locations,(505) 275-2275,http://www.havencarenm.com/,Assisted living facility
Uptown Rehabilitation Center,(505) 296-5565,http://www.genesishcc.com/uptown,Nursing home
Retreat At Home,(505) 938-4652,http://retreathomecare.com/,Home health care service
Advanced Health Care of Albuquerque,(505) 967-4200,http://www.ahcfacilities.com/,Nursing home
Brookdale Tramway Ridge,(505) 271-9600,https://www.brookdale.com/en/communities/brookdale-tramway-ridge.html?cid=yext,Assisted living facility
Homes with a Heart Assisted Living - Solano House,,,Assisted living facility
Canyon Transitional Rehabilitation Center,(505) 298-1231,http://www.genesishcc.com/canyon,Nursing home
Bear Canyon Rehabilitation Center,(505) 292-3333,http://www.genesishcc.com/bearcanyon,Nursing home
Armada Home Health Care,(505) 821-1200,http://armadanm.com/,Home health care service
Haven Care,(505) 275-2275,https://www.havencarenm.com/,Assisted living facility
Singing Arrow Manor,(505) 450-5336,,Assisted living facility
Brookdale Valencia,(505) 260-8100,https://www.brookdale.com/en/communities/brookdale-valencia.html?cid=yext,Assisted living facility
The Rehabilitation Center of Albuquerque,(505) 822-6000,http://www.genesishcc.com/rehabcenteralbuquerque,Nursing home
"Dr Nancy Guinn, MD | Internal Medicine | Presbyterian Primary Care",(505) 559-6058,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_guinn_1740299379,Hospice
Albuquerque Heights Healthcare and Rehabilitation Center,(505) 348-8300,http://www.genesishcc.com/albuquerqueheights,Nursing home
BeeHive Homes of Taylor Ranch,(505) 710-1223,https://beehivehomes.com/locations/taylor-ranch/,Assisted living facility
BeeHive Homes of Albuquerque NM - Assisted Living Facility,(505) 591-7024,https://beehivehomes.com/locations/albuquerque/,Assisted living facility
Las Palomas Center,(505) 821-4200,http://www.genesishcc.com/LasPalomas,Nursing home
Emmaus Community/Emmaus House,(505) 234-1224,,Hospice
Robert Wertheim Hospice House,,https://www.phs.org/about-us/news/Pages/hospice-house-now-open-to-serve-patients-and-families.aspx,Hospice
Mariposa Program,(505) 272-6700,,Hospice
Hospice San Dias Albuquerque,(505) 881-1403,,Hospice
Odyssey Health Care,(505) 884-8857,,Hospice
BAYADA Assistive Care,(505) 883-4800,,Home health care service
Presbyterian Healthcare at Home in Albuquerque,(505) 588-5708,https://www.phs.org/doctors-services/services-centers/healthcare-at-home/Pages/constitution.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_constitution_healthathome,Home health care service
State Serve Medical,(877) 633-7250,http://www.stateserv.com/,Hospice
Ambercare,(505) 792-8230,https://ambercare.com/?y_source=1_MTI1NTkwNjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Home health care service
Caregivers of Albuquerque,(505) 221-6562,,Hospice
Zia Hospice,(505) 830-2978,,Hospice
Advanced Home Health and Hospice,(505) 967-4274,https://www.ahcfacilities.com/rehabilitation-facilities/albuquerque/,Home health care service
Harmony Home Health & Hospice,(505) 828-2273,https://www.harmonyhomehealth.com/?utm_source=GMBlisting&utm_medium=organic,Home health care service
Luna Del Valle Hospice,(505) 365-0321,https://ldvhospice.com/,Hospice
Skies Healthcare and Rehabilitation Center,(505) 898-7986,http://www.genesishcc.com/skies,Nursing home
Hospice of the Sandias LLC,(505) 881-5342,,Hospice
Armada Hospice,(505) 821-1200,https://www.armadahospice.com/,Hospice
Gentiva Hospice,(505) 821-5404,https://www.gentivahs.com/,Hospice
Hospice De La Luz,(505) 217-2490,http://hospicedelaluz.com/,Hospice
Hospice of New Mexico,(505) 872-2300,http://www.hospiceofnewmexico.com/,Hospice
Compassus,(505) 391-5643,https://www.compassus.com/locations/new-mexico/albuquerque/?utm_source=google?utm_medium=gbp,Hospice
hope for Gardner home care and hospice,(505) 414-8570,,Home health care service
High Desert Hospice,(505) 585-2603,https://highdeserthospice.care/,Hospice
ProMedica Hospice Serving Albuquerque and Surrounding Areas,(505) 323-1464,https://www.promedicahospice.org/Albuquerque,Hospice
"Corus Health - Home Health, Hospice, Palliative Care & Personal Care",(505) 828-0232,http://www.corushealth.com/,Home health care service
Luna Vista Home Health and Hospice,(505) 560-1128,http://lunavistahhc.com/,Home health care service
Preferred Assisted Living,(505) 839-1014,,Senior citizen center
Alliance Home Health Care,(505) 884-4080,https://www.alliancehhcare.com/,Home health care service
FootPrints Home Care,(505) 828-3918,http://www.footprintshomecare.com/,Home health care service
